,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1164599,2015,3,17,2,NK,561,N516NK,DEN,LAS,1140,1132.0,-8.0,16.0,1148.0,114.0,108.0,89.0,628,1217.0,3.0,1234,1220.0,-14.0,0,0,,,,,,
2867041,2015,6,29,1,DL,1538,N6715C,LAS,MSP,1610,1601.0,-9.0,17.0,1618.0,178.0,201.0,176.0,1299,2114.0,8.0,2108,2122.0,14.0,0,0,,,,,,
4039096,2015,9,8,2,OO,6418,N946SW,SFO,SLC,1709,1702.0,-7.0,24.0,1726.0,111.0,114.0,85.0,599,1951.0,5.0,2000,1956.0,-4.0,0,0,,,,,,
4382520,2015,9,30,3,UA,1948,N37287,IAH,PHX,1820,1819.0,-1.0,15.0,1834.0,167.0,156.0,135.0,1009,1849.0,6.0,1907,1855.0,-12.0,0,0,,,,,,
5763691,2015,12,28,1,UA,1090,N81449,FLL,IAH,1144,1237.0,53.0,13.0,1250.0,181.0,147.0,129.0,966,1359.0,5.0,1345,1404.0,19.0,0,0,,0.0,0.0,0.0,19.0,0.0
1628212,2015,4,14,2,AA,239,N4XEAA,DFW,MSP,2030,2028.0,-2.0,22.0,2050.0,150.0,140.0,113.0,852,2243.0,5.0,2300,2248.0,-12.0,0,0,,,,,,
2347803,2015,5,29,5,WN,679,N425LV,OAK,PDX,1345,1348.0,3.0,12.0,1400.0,95.0,92.0,75.0,543,1515.0,5.0,1520,1520.0,0.0,0,0,,,,,,
1067929,2015,3,11,3,AA,1533,N5EWAA,MIA,BOS,1305,1302.0,-3.0,19.0,1321.0,186.0,179.0,155.0,1258,1556.0,5.0,1611,1601.0,-10.0,0,0,,,,,,
1323499,2015,3,27,5,AS,345,N584AS,OAK,SEA,610,607.0,-3.0,12.0,619.0,118.0,108.0,90.0,671,749.0,6.0,808,755.0,-13.0,0,0,,,,,,
4490098,2015,10,7,3,UA,1114,N77431,13930,12892,1512,1536.0,24.0,18.0,1554.0,271.0,241.0,215.0,1744,1729.0,8.0,1743,1737.0,-6.0,0,0,,,,,,
1382464,2015,3,30,1,UA,705,N445UA,SFO,ORD,1722,1713.0,-9.0,22.0,1735.0,247.0,238.0,212.0,1846,2307.0,4.0,2329,2311.0,-18.0,0,0,,,,,,
4492825,2015,10,7,3,WN,15,N268WN,10874,10397,1755,1754.0,-1.0,9.0,1803.0,100.0,94.0,75.0,528,1918.0,10.0,1935,1928.0,-7.0,0,0,,,,,,
5537513,2015,12,13,7,UA,383,N14120,HNL,DEN,2045,2043.0,-2.0,24.0,2107.0,418.0,394.0,361.0,3365,608.0,9.0,643,617.0,-26.0,0,0,,,,,,
5385085,2015,12,3,4,EV,4669,N11536,CLE,STL,1851,1850.0,-1.0,12.0,1902.0,104.0,93.0,70.0,487,1912.0,11.0,1935,1923.0,-12.0,0,0,,,,,,
4271806,2015,9,23,3,AS,64,N768AS,KTN,SEA,1746,1733.0,-13.0,9.0,1742.0,113.0,116.0,100.0,680,2022.0,7.0,2039,2029.0,-10.0,0,0,,,,,,
3928979,2015,9,1,2,UA,444,N449UA,LAX,SFO,1325,1436.0,71.0,12.0,1448.0,86.0,65.0,51.0,337,1539.0,2.0,1451,1541.0,50.0,0,0,,0.0,0.0,0.0,50.0,0.0
3427275,2015,8,2,7,UA,1225,N37420,ORD,PIT,730,733.0,3.0,15.0,748.0,92.0,83.0,62.0,413,950.0,6.0,1002,956.0,-6.0,0,0,,,,,,
4012745,2015,9,7,1,OO,6438,N707SK,LNK,DEN,650,644.0,-6.0,23.0,707.0,92.0,99.0,68.0,423,715.0,8.0,722,723.0,1.0,0,0,,,,,,
1276587,2015,3,24,2,OO,4576,N418SW,MSP,RAP,910,908.0,-2.0,23.0,931.0,104.0,107.0,80.0,489,951.0,4.0,954,955.0,1.0,0,0,,,,,,
198150,2015,1,13,2,EV,4532,N24128,DEN,MTJ,1905,1901.0,-4.0,33.0,1934.0,58.0,70.0,32.0,196,2006.0,5.0,2003,2011.0,8.0,0,0,,,,,,
1731510,2015,4,21,2,OO,5628,N793SK,RNO,SFO,1040,,,,,78.0,,,192,,,1158,,,0,1,B,,,,,
438869,2015,1,29,4,EV,4093,N11535,BHM,IAH,1818,1810.0,-8.0,13.0,1823.0,121.0,111.0,91.0,562,1954.0,7.0,2019,2001.0,-18.0,0,0,,,,,,
5282876,2015,11,27,5,WN,4469,N961WN,OAK,SEA,1350,1425.0,35.0,6.0,1431.0,120.0,108.0,96.0,672,1607.0,6.0,1550,1613.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
506253,2015,2,3,2,WN,1085,N495WN,ONT,OAK,1230,1227.0,-3.0,5.0,1232.0,75.0,67.0,56.0,362,1328.0,6.0,1345,1334.0,-11.0,0,0,,,,,,
4413885,2015,10,2,5,MQ,3410,N928MQ,13930,15295,1640,1637.0,-3.0,14.0,1651.0,69.0,51.0,36.0,213,1827.0,1.0,1849,1828.0,-21.0,0,0,,,,,,
1451863,2015,4,3,5,UA,1538,N26208,MSY,LAX,1938,1938.0,0.0,10.0,1948.0,257.0,253.0,237.0,1670,2145.0,6.0,2155,2151.0,-4.0,0,0,,,,,,
4234619,2015,9,21,1,WN,1126,N396SW,AUS,DAL,1215,1212.0,-3.0,9.0,1221.0,55.0,57.0,41.0,189,1302.0,7.0,1310,1309.0,-1.0,0,0,,,,,,
4155658,2015,9,16,3,AA,1254,N3MRAA,MIA,SJU,1100,1100.0,0.0,22.0,1122.0,156.0,165.0,139.0,1045,1341.0,4.0,1336,1345.0,9.0,0,0,,,,,,
2272234,2015,5,24,7,UA,1402,N77510,SFO,SAN,2230,2231.0,1.0,19.0,2250.0,96.0,87.0,65.0,447,2355.0,3.0,6,2358.0,-8.0,0,0,,,,,,
1486302,2015,4,6,1,AA,1576,N4WNAA,SAT,DFW,805,758.0,-7.0,12.0,810.0,75.0,67.0,45.0,247,855.0,10.0,920,905.0,-15.0,0,0,,,,,,
2655718,2015,6,17,3,AA,1215,N3GCAA,SNA,ORD,700,741.0,41.0,9.0,750.0,247.0,229.0,210.0,1726,1320.0,10.0,1307,1330.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
5575795,2015,12,16,3,AA,1192,N403AA,DFW,SLC,1040,1034.0,-6.0,24.0,1058.0,175.0,183.0,150.0,989,1228.0,9.0,1235,1237.0,2.0,0,0,,,,,,
1068072,2015,3,11,3,US,873,N125UW,CLT,ATL,1314,1317.0,3.0,43.0,1400.0,83.0,98.0,48.0,226,1448.0,7.0,1437,1455.0,18.0,0,0,,15.0,0.0,0.0,3.0,0.0
5597547,2015,12,17,4,NK,440,N519NK,FLL,CLE,1622,1605.0,-17.0,10.0,1615.0,173.0,155.0,136.0,1062,1831.0,9.0,1915,1840.0,-35.0,0,0,,,,,,
3601893,2015,8,12,3,AS,460,N586AS,SEA,LAX,1200,1230.0,30.0,30.0,1300.0,164.0,180.0,143.0,954,1523.0,7.0,1444,1530.0,46.0,0,0,,16.0,0.0,0.0,0.0,30.0
1395968,2015,3,31,2,B6,275,N558JB,BDL,SJU,1406,1407.0,1.0,14.0,1421.0,224.0,230.0,209.0,1666,1750.0,7.0,1750,1757.0,7.0,0,0,,,,,,
4526154,2015,10,9,5,AA,247,N861AA,12892,12758,1800,1758.0,-2.0,23.0,1821.0,353.0,321.0,295.0,2504,2016.0,3.0,2053,2019.0,-34.0,0,0,,,,,,
1230816,2015,3,21,6,EV,4730,N13914,STL,ORD,1127,1157.0,30.0,19.0,1216.0,73.0,71.0,43.0,258,1259.0,9.0,1240,1308.0,28.0,0,0,,0.0,0.0,0.0,28.0,0.0
2611865,2015,6,14,7,B6,823,N198JB,DCA,MCO,1435,1429.0,-6.0,15.0,1444.0,136.0,123.0,103.0,759,1627.0,5.0,1651,1632.0,-19.0,0,0,,,,,,
5108391,2015,11,15,7,UA,1728,N77525,SFO,ATL,2247,2333.0,46.0,17.0,2350.0,271.0,259.0,232.0,2139,642.0,10.0,618,652.0,34.0,0,0,,0.0,0.0,11.0,23.0,0.0
5799729,2015,12,30,3,OO,6203,N105SY,DEN,DFW,1528,1542.0,14.0,17.0,1559.0,120.0,113.0,85.0,641,1824.0,11.0,1828,1835.0,7.0,0,0,,,,,,
481411,2015,2,1,7,AA,2237,N3KVAA,DCA,DFW,1900,1851.0,-9.0,19.0,1910.0,214.0,213.0,190.0,1192,2120.0,4.0,2134,2124.0,-10.0,0,0,,,,,,
4606926,2015,10,14,3,AA,396,N436AA,11298,11423,2150,2141.0,-9.0,17.0,2158.0,115.0,114.0,90.0,624,2328.0,7.0,2345,2335.0,-10.0,0,0,,,,,,
3804366,2015,8,24,1,MQ,3069,N691MQ,CVG,MIA,1800,1759.0,-1.0,10.0,1809.0,155.0,158.0,142.0,948,2031.0,6.0,2035,2037.0,2.0,0,0,,,,,,
2571902,2015,6,12,5,DL,2114,N922DL,COS,ATL,630,1025.0,235.0,30.0,1055.0,170.0,187.0,151.0,1184,1526.0,6.0,1120,1532.0,252.0,0,0,,17.0,0.0,235.0,0.0,0.0
4706234,2015,10,21,3,WN,512,N8315C,12889,13342,930,922.0,-8.0,22.0,944.0,210.0,207.0,180.0,1524,1444.0,5.0,1500,1449.0,-11.0,0,0,,,,,,
4020650,2015,9,7,1,MQ,3455,N646MQ,DFW,XNA,1500,1457.0,-3.0,9.0,1506.0,73.0,59.0,46.0,280,1552.0,4.0,1613,1556.0,-17.0,0,0,,,,,,
3964850,2015,9,3,4,WN,313,N415WN,CLE,MDW,1625,1622.0,-3.0,13.0,1635.0,75.0,69.0,51.0,307,1626.0,5.0,1640,1631.0,-9.0,0,0,,,,,,
13721,2015,1,1,4,UA,1450,N68452,SAN,IAD,2230,2254.0,24.0,17.0,2311.0,279.0,265.0,241.0,2253,612.0,7.0,609,619.0,10.0,0,0,,,,,,
5376297,2015,12,3,4,AA,1933,N951UW,PHL,IND,1000,953.0,-7.0,28.0,1021.0,137.0,126.0,93.0,588,1154.0,5.0,1217,1159.0,-18.0,0,0,,,,,,
5147894,2015,11,18,3,VX,721,N522VA,DAL,SFO,1200,1152.0,-8.0,9.0,1201.0,225.0,237.0,224.0,1476,1345.0,4.0,1345,1349.0,4.0,0,0,,,,,,
5240164,2015,11,24,2,WN,1688,N954WN,PHX,ABQ,1215,1214.0,-1.0,14.0,1228.0,65.0,61.0,43.0,328,1311.0,4.0,1320,1315.0,-5.0,0,0,,,,,,
3621366,2015,8,13,4,UA,1112,N16703,BUF,ORD,1412,1408.0,-4.0,34.0,1442.0,106.0,108.0,69.0,473,1451.0,5.0,1458,1456.0,-2.0,0,0,,,,,,
4039424,2015,9,8,2,B6,279,N646JB,LAS,LGB,1730,1728.0,-2.0,22.0,1750.0,66.0,68.0,43.0,231,1833.0,3.0,1836,1836.0,0.0,0,0,,,,,,
2610782,2015,6,14,7,WN,4429,N268WN,HOU,BWI,1330,1400.0,30.0,13.0,1413.0,185.0,212.0,196.0,1246,1829.0,3.0,1735,1832.0,57.0,0,0,,27.0,0.0,3.0,27.0,0.0
192051,2015,1,13,2,DL,1463,N986DL,CHS,ATL,1245,1305.0,20.0,15.0,1320.0,79.0,69.0,48.0,259,1408.0,6.0,1404,1414.0,10.0,0,0,,,,,,
2393730,2015,6,1,1,DL,1945,N911DE,DTW,DCA,1300,1352.0,52.0,21.0,1413.0,90.0,93.0,67.0,405,1520.0,5.0,1430,1525.0,55.0,0,0,,3.0,0.0,52.0,0.0,0.0
4701973,2015,10,21,3,NK,972,N629NK,14107,11298,100,53.0,-7.0,9.0,102.0,124.0,120.0,106.0,868,448.0,5.0,504,453.0,-11.0,0,0,,,,,,
1964435,2015,5,5,2,EV,4927,N538CA,ATL,BTR,1755,1845.0,50.0,11.0,1856.0,92.0,76.0,63.0,448,1859.0,2.0,1827,1901.0,34.0,0,0,,0.0,0.0,34.0,0.0,0.0
4886984,2015,11,1,7,MQ,3530,N658MQ,ORD,DSM,2155,,,,,82.0,,,299,,,2317,,,0,1,A,,,,,
2207636,2015,5,20,3,DL,855,N6709,DTW,SLC,1731,1727.0,-4.0,14.0,1741.0,229.0,242.0,224.0,1481,1925.0,4.0,1920,1929.0,9.0,0,0,,,,,,
5364591,2015,12,2,3,WN,3111,N712SW,PIT,MDW,1430,1453.0,23.0,12.0,1505.0,85.0,84.0,66.0,402,1511.0,6.0,1455,1517.0,22.0,0,0,,0.0,0.0,12.0,10.0,0.0
5406112,2015,12,5,6,AA,826,N549UW,LGA,CLT,755,750.0,-5.0,14.0,804.0,133.0,105.0,80.0,544,924.0,11.0,1008,935.0,-33.0,0,0,,,,,,
288429,2015,1,19,1,WN,455,N925WN,AUS,SJC,2030,2023.0,-7.0,10.0,2033.0,250.0,236.0,221.0,1476,2214.0,5.0,2240,2219.0,-21.0,0,0,,,,,,
4665391,2015,10,18,7,WN,2501,N707SA,14107,14893,1750,1749.0,-1.0,6.0,1755.0,115.0,110.0,100.0,647,1935.0,4.0,1945,1939.0,-6.0,0,0,,,,,,
627859,2015,2,11,3,B6,553,N589JB,JFK,PBI,1316,1315.0,-1.0,16.0,1331.0,181.0,160.0,141.0,1028,1552.0,3.0,1617,1555.0,-22.0,0,0,,,,,,
1442287,2015,4,3,5,WN,340,N925WN,MDW,MCI,1005,1002.0,-3.0,7.0,1009.0,85.0,86.0,74.0,405,1123.0,5.0,1130,1128.0,-2.0,0,0,,,,,,
4942308,2015,11,5,4,EV,5522,N738EV,MKE,LGA,1103,1056.0,-7.0,10.0,1106.0,129.0,112.0,95.0,738,1341.0,7.0,1412,1348.0,-24.0,0,0,,,,,,
5089405,2015,11,14,6,UA,1219,N853UA,DFW,EWR,1627,1618.0,-9.0,10.0,1628.0,207.0,220.0,198.0,1372,2046.0,12.0,2054,2058.0,4.0,0,0,,,,,,
2301596,2015,5,26,2,WN,1181,N361SW,SAT,HOU,1815,1913.0,58.0,6.0,1919.0,60.0,44.0,32.0,192,1951.0,6.0,1915,1957.0,42.0,0,0,,0.0,0.0,0.0,42.0,0.0
3877472,2015,8,29,6,DL,1954,N907DE,DFW,ATL,815,813.0,-2.0,19.0,832.0,127.0,127.0,101.0,731,1113.0,7.0,1122,1120.0,-2.0,0,0,,,,,,
4093804,2015,9,12,6,B6,516,N944JB,SFO,JFK,945,943.0,-2.0,15.0,958.0,337.0,349.0,329.0,2586,1827.0,5.0,1822,1832.0,10.0,0,0,,,,,,
3939848,2015,9,2,3,WN,31,N7737E,STL,MDW,800,752.0,-8.0,12.0,804.0,70.0,64.0,46.0,251,850.0,6.0,910,856.0,-14.0,0,0,,,,,,
3817683,2015,8,25,2,DL,1554,N594NW,LAX,ATL,1450,1445.0,-5.0,14.0,1459.0,262.0,248.0,227.0,1947,2146.0,7.0,2212,2153.0,-19.0,0,0,,,,,,
4158476,2015,9,16,3,WN,1375,N735SA,SAN,PHX,1350,1349.0,-1.0,9.0,1358.0,70.0,61.0,47.0,304,1445.0,5.0,1500,1450.0,-10.0,0,0,,,,,,
1782575,2015,4,24,5,AS,748,N320AS,SEA,STL,1145,1143.0,-2.0,20.0,1203.0,228.0,227.0,203.0,1709,1726.0,4.0,1733,1730.0,-3.0,0,0,,,,,,
5307600,2015,11,29,7,B6,651,N590JB,TPA,SJU,719,717.0,-2.0,10.0,727.0,169.0,174.0,160.0,1237,1107.0,4.0,1108,1111.0,3.0,0,0,,,,,,
1077863,2015,3,12,4,DL,989,N930DL,SAV,ATL,630,628.0,-2.0,12.0,640.0,65.0,73.0,49.0,214,729.0,12.0,735,741.0,6.0,0,0,,,,,,
3581723,2015,8,11,2,WN,52,N795SW,ATL,LGA,855,940.0,45.0,22.0,1002.0,150.0,138.0,108.0,762,1150.0,8.0,1125,1158.0,33.0,0,0,,0.0,0.0,0.0,0.0,33.0
4903025,2015,11,2,1,B6,824,N537JB,MCO,DCA,2051,2048.0,-3.0,18.0,2106.0,122.0,120.0,97.0,759,2243.0,5.0,2253,2248.0,-5.0,0,0,,,,,,
1996825,2015,5,7,4,DL,2065,N830DN,ATL,FLL,1700,1659.0,-1.0,11.0,1710.0,115.0,93.0,80.0,581,1830.0,2.0,1855,1832.0,-23.0,0,0,,,,,,
5060553,2015,11,12,4,WN,510,N937WN,MCI,ATL,1845,1843.0,-2.0,7.0,1850.0,110.0,100.0,83.0,692,2113.0,10.0,2135,2123.0,-12.0,0,0,,,,,,
4178158,2015,9,17,4,DL,1323,N940DN,PHL,MSP,1712,1829.0,77.0,41.0,1910.0,162.0,180.0,137.0,980,2027.0,2.0,1854,2029.0,95.0,0,0,,18.0,0.0,14.0,63.0,0.0
3000467,2015,7,7,2,OO,6538,N952SW,DEN,LNK,1952,2038.0,46.0,9.0,2047.0,81.0,68.0,56.0,423,2243.0,3.0,2213,2246.0,33.0,0,0,,0.0,0.0,0.0,33.0,0.0
1669499,2015,4,17,5,US,1730,N812AW,CLT,DCA,1135,1129.0,-6.0,26.0,1155.0,82.0,92.0,60.0,331,1255.0,6.0,1257,1301.0,4.0,0,0,,,,,,
5022064,2015,11,10,2,WN,2125,N297WN,LAS,BUR,1255,1301.0,6.0,15.0,1316.0,65.0,67.0,48.0,223,1404.0,4.0,1400,1408.0,8.0,0,0,,,,,,
5763107,2015,12,28,1,EV,5349,N759EV,LGA,MEM,1107,1111.0,4.0,23.0,1134.0,198.0,185.0,157.0,963,1311.0,5.0,1325,1316.0,-9.0,0,0,,,,,,
703241,2015,2,16,1,UA,380,N852UA,LAX,LAS,1303,1300.0,-3.0,12.0,1312.0,72.0,62.0,42.0,236,1354.0,8.0,1415,1402.0,-13.0,0,0,,,,,,
5636421,2015,12,20,7,DL,1962,N834DN,SEA,LAX,720,718.0,-2.0,13.0,731.0,165.0,177.0,124.0,954,935.0,40.0,1005,1015.0,10.0,0,0,,,,,,
1566591,2015,4,10,5,UA,1133,,IAD,LAX,2211,,,,,346.0,,,2288,,,57,,,0,1,A,,,,,
4673285,2015,10,19,1,UA,1253,N30401,13930,14057,905,904.0,-1.0,28.0,932.0,265.0,252.0,221.0,1739,1113.0,3.0,1130,1116.0,-14.0,0,0,,,,,,
2416268,2015,6,2,2,WN,777,N233LV,BHM,HOU,1840,1920.0,40.0,5.0,1925.0,110.0,94.0,82.0,570,2047.0,7.0,2030,2054.0,24.0,0,0,,0.0,0.0,0.0,24.0,0.0
1098730,2015,3,13,5,VX,334,N840VA,LAX,FLL,1010,1041.0,31.0,21.0,1102.0,290.0,309.0,283.0,2342,1845.0,5.0,1800,1850.0,50.0,0,0,,50.0,0.0,0.0,0.0,0.0
3304216,2015,7,25,6,OO,6217,N120SY,DCA,ORD,1850,1907.0,17.0,13.0,1920.0,133.0,123.0,96.0,612,1956.0,14.0,2003,2010.0,7.0,0,0,,,,,,
4802468,2015,10,27,2,DL,1712,N954DN,13487,15304,1125,1119.0,-6.0,13.0,1132.0,188.0,184.0,168.0,1306,1520.0,3.0,1533,1523.0,-10.0,0,0,,,,,,
4505862,2015,10,8,4,DL,316,N825DN,14747,10397,1430,1429.0,-1.0,12.0,1441.0,286.0,260.0,240.0,2182,2141.0,8.0,2216,2149.0,-27.0,0,0,,,,,,
1029814,2015,3,9,1,OO,4580,N802SK,BNA,MSP,815,810.0,-5.0,15.0,825.0,137.0,129.0,106.0,695,1011.0,8.0,1032,1019.0,-13.0,0,0,,,,,,
1147415,2015,3,16,1,OO,7420,N430SW,MSP,IMT,1114,1108.0,-6.0,9.0,1117.0,70.0,53.0,38.0,257,1155.0,6.0,1224,1201.0,-23.0,0,0,,,,,,
39885,2015,1,3,6,WN,1570,N629SW,PHX,STL,1500,1527.0,27.0,10.0,1537.0,165.0,189.0,162.0,1262,1919.0,17.0,1845,1936.0,51.0,0,0,,24.0,0.0,13.0,14.0,0.0
4430359,2015,10,3,6,WN,1976,N718SW,14107,14057,1925,1926.0,1.0,10.0,1936.0,165.0,148.0,134.0,1009,2150.0,4.0,2210,2154.0,-16.0,0,0,,,,,,
1799779,2015,4,25,6,WN,2751,N8321D,LAS,MKE,1320,1326.0,6.0,14.0,1340.0,205.0,198.0,180.0,1524,1840.0,4.0,1845,1844.0,-1.0,0,0,,,,,,
3678386,2015,8,17,1,AA,1387,N576AA,MCI,DFW,610,619.0,9.0,14.0,633.0,100.0,86.0,68.0,460,741.0,4.0,750,745.0,-5.0,0,0,,,,,,
4413513,2015,10,2,5,EV,2680,N667GB,10155,11298,1617,1611.0,-6.0,4.0,1615.0,56.0,36.0,22.0,89,1637.0,10.0,1713,1647.0,-26.0,0,0,,,,,,
4823105,2015,10,28,3,AA,1579,N027AA,12266,13303,1645,1642.0,-3.0,26.0,1708.0,151.0,150.0,115.0,964,2003.0,9.0,2016,2012.0,-4.0,0,0,,,,,,
4464165,2015,10,6,2,EV,5667,N12530,11982,12266,535,539.0,4.0,13.0,552.0,61.0,55.0,33.0,166,625.0,9.0,636,634.0,-2.0,0,0,,,,,,
3317463,2015,7,26,7,B6,889,N197JB,BOS,DCA,1615,1614.0,-1.0,20.0,1634.0,95.0,98.0,74.0,399,1748.0,4.0,1750,1752.0,2.0,0,0,,,,,,
796489,2015,2,22,7,US,2066,N128UW,CLT,LGA,1305,1334.0,29.0,21.0,1355.0,104.0,99.0,71.0,544,1506.0,7.0,1449,1513.0,24.0,0,0,,0.0,0.0,24.0,0.0,0.0
2514688,2015,6,8,1,WN,2411,N382SW,PIT,MCO,1750,1857.0,67.0,8.0,1905.0,135.0,129.0,112.0,834,2057.0,9.0,2005,2106.0,61.0,0,0,,0.0,0.0,4.0,57.0,0.0
4100670,2015,9,12,6,MQ,3128,N683MQ,ORD,CVG,1833,1918.0,45.0,27.0,1945.0,88.0,79.0,45.0,265,2130.0,7.0,2101,2137.0,36.0,0,0,,0.0,0.0,36.0,0.0,0.0
3846833,2015,8,27,4,UA,1652,N63820,DEN,BWI,1045,1043.0,-2.0,10.0,1053.0,210.0,197.0,182.0,1491,1555.0,5.0,1615,1600.0,-15.0,0,0,,,,,,
1466709,2015,4,4,6,MQ,3254,N939MQ,ORD,RST,2025,2018.0,-7.0,11.0,2029.0,82.0,62.0,49.0,268,2118.0,2.0,2147,2120.0,-27.0,0,0,,,,,,
785841,2015,2,21,6,AA,1015,N576AA,DFW,SAN,1555,1647.0,52.0,26.0,1713.0,192.0,204.0,174.0,1171,1807.0,4.0,1707,1811.0,64.0,0,0,,12.0,0.0,27.0,25.0,0.0
2189111,2015,5,19,2,DL,1854,N960DN,DTW,DEN,1545,1608.0,23.0,22.0,1630.0,190.0,192.0,161.0,1123,1711.0,9.0,1655,1720.0,25.0,0,0,,2.0,0.0,12.0,11.0,0.0
1670654,2015,4,17,5,AS,152,N762AS,OME,ANC,1242,1238.0,-4.0,9.0,1247.0,83.0,91.0,77.0,539,1404.0,5.0,1405,1409.0,4.0,0,0,,,,,,
4349361,2015,9,28,1,WN,167,N8660A,RDU,MDW,1725,1728.0,3.0,7.0,1735.0,125.0,107.0,91.0,632,1806.0,9.0,1830,1815.0,-15.0,0,0,,,,,,
427559,2015,1,29,4,DL,2539,N936DL,MKE,ATL,705,659.0,-6.0,15.0,714.0,136.0,115.0,90.0,669,944.0,10.0,1021,954.0,-27.0,0,0,,,,,,
1017136,2015,3,8,7,EV,3806,N13994,PIT,EWR,1218,1213.0,-5.0,11.0,1224.0,92.0,78.0,61.0,319,1325.0,6.0,1350,1331.0,-19.0,0,0,,,,,,
4326387,2015,9,27,7,DL,1134,N956DL,PBI,ATL,1100,1053.0,-7.0,12.0,1105.0,108.0,102.0,83.0,545,1228.0,7.0,1248,1235.0,-13.0,0,0,,,,,,
2431633,2015,6,3,3,US,1861,N119US,FLL,CLT,1720,1716.0,-4.0,10.0,1726.0,122.0,113.0,93.0,632,1859.0,10.0,1922,1909.0,-13.0,0,0,,,,,,
4054689,2015,9,9,3,OO,5310,N494CA,MAF,DEN,1718,1709.0,-9.0,16.0,1725.0,117.0,108.0,86.0,563,1751.0,6.0,1815,1757.0,-18.0,0,0,,,,,,
5200828,2015,11,21,6,WN,1617,N790SW,DEN,SDF,1715,1737.0,22.0,16.0,1753.0,145.0,135.0,115.0,1024,2148.0,4.0,2140,2152.0,12.0,0,0,,,,,,
4790388,2015,10,26,1,B6,391,N568JB,10721,15304,1525,1523.0,-2.0,14.0,1537.0,200.0,187.0,169.0,1185,1826.0,4.0,1845,1830.0,-15.0,0,0,,,,,,
915700,2015,3,2,1,EV,5188,N925EV,ATL,CVG,645,645.0,0.0,20.0,705.0,82.0,86.0,63.0,373,808.0,3.0,807,811.0,4.0,0,0,,,,,,
5043369,2015,11,11,3,UA,280,N827UA,JAX,EWR,1804,1755.0,-9.0,8.0,1803.0,145.0,129.0,112.0,820,1955.0,9.0,2029,2004.0,-25.0,0,0,,,,,,
3220027,2015,7,20,1,DL,2216,N352NW,ATL,ABQ,1941,1938.0,-3.0,24.0,2002.0,202.0,198.0,166.0,1269,2048.0,8.0,2103,2056.0,-7.0,0,0,,,,,,
1967745,2015,5,5,2,US,442,N535UW,PHX,MCO,2205,2156.0,-9.0,18.0,2214.0,236.0,228.0,205.0,1849,439.0,5.0,501,444.0,-17.0,0,0,,,,,,
3746653,2015,8,21,5,WN,1761,N8600F,MCO,LAS,705,702.0,-3.0,7.0,709.0,290.0,282.0,266.0,2039,835.0,9.0,855,844.0,-11.0,0,0,,,,,,
5388903,2015,12,4,5,UA,1621,N474UA,IND,IAH,625,623.0,-2.0,19.0,642.0,151.0,144.0,121.0,844,743.0,4.0,756,747.0,-9.0,0,0,,,,,,
4917360,2015,11,3,2,WN,428,N524SW,DAL,MSY,1850,1852.0,2.0,14.0,1906.0,75.0,78.0,58.0,436,2004.0,6.0,2005,2010.0,5.0,0,0,,,,,,
902867,2015,3,1,7,UA,1284,N45440,PBI,EWR,1000,1013.0,13.0,9.0,1022.0,166.0,163.0,142.0,1023,1244.0,12.0,1246,1256.0,10.0,0,0,,,,,,
159442,2015,1,11,7,WN,357,N371SW,LAS,SJC,1140,1207.0,27.0,22.0,1229.0,85.0,92.0,66.0,386,1335.0,4.0,1305,1339.0,34.0,0,0,,7.0,0.0,0.0,27.0,0.0
836787,2015,2,24,2,DL,1399,N339NW,SLC,RNO,2145,2138.0,-7.0,17.0,2155.0,89.0,85.0,63.0,422,2158.0,5.0,2214,2203.0,-11.0,0,0,,,,,,
3209275,2015,7,20,1,DL,476,N199DN,LAX,JFK,910,910.0,0.0,21.0,931.0,344.0,312.0,280.0,2475,1711.0,11.0,1754,1722.0,-32.0,0,0,,,,,,
5662295,2015,12,21,1,DL,21,N830DN,DTW,FLL,1725,1721.0,-4.0,18.0,1739.0,180.0,179.0,157.0,1127,2016.0,4.0,2025,2020.0,-5.0,0,0,,,,,,
3925795,2015,9,1,2,OO,6469,N122SY,MCI,ORD,1008,1000.0,-8.0,23.0,1023.0,92.0,98.0,67.0,403,1130.0,8.0,1140,1138.0,-2.0,0,0,,,,,,
605832,2015,2,10,2,MQ,2913,N928MQ,GPT,DFW,621,617.0,-4.0,18.0,635.0,119.0,125.0,85.0,500,800.0,22.0,820,822.0,2.0,0,0,,,,,,
